"prefix"|"actor.id"|"folder.ref.id"|"sex"|"taker.location"|"religiousorg"|"socialorg"|"ostracized"|"otheraffiliation"|"otheraffiliationtext"|"sourcework"|"sourcefamily"|"sourcefriends"|"sourceother"|"sourceothertext"|"economicpoverty"|"economicdestroyed"|"economicacademic"|"economichealth"|"economictrauma"|"economicother"|"economic.other.text"|"neededreparations"|"needededasst"|"neededjob"|"neededrestjustice"|"neededretjustice"|"needed.other"|"needed.other.text"|"done.reconciliation.yes"|"done.reconciliation.no"|"done.reconciliation.na"|"know.perp.yes"|"know.perp.no"|"know.perp.na"|"willing.meet.perp.yes"|"willing.meet.perp.no"|"willing.meet.perp.na"|"howreconciliationff"|"howreconciliationreparations"|"howreconciliationeqrights"|"howreconciliationretjustice"|"howreconciliationpeaceprg"|"how.reconciliation.other.cb"|"howreconciliationothertext"|"govtreconstruction"|"govtjob"|"govtretjustice"|"govtgoodgov"|"govtrestjustice"|"govtforgiveregret"|"govtother"|"trc.mandate"|"trc.reparations"|"trc.ret.justice"|"trc.forgive.forget"|"trc.rest.justice"|"trc.academic.asst"|"trc.other.cb"|"trc.other.text"|"govt.other.cb"|"countyname"
"1762"|"BOM"|92793|"BOM-01041"|"FEMALE"|"BOMI/KLAY/Besao Bete"|1|0|0|0|""|0|0|1|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|""|1|0|0|0|0|1|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1763"|"BOM"|147955|"BOM-00640"|"MALE"|"BOMI/MECCA"|1|0|0|0|""|0|1|1|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|1|0|0|0|0|0|""|1|0|0|1|0|0|""|1|1|0|0|0|0|0|""|0|"Bomi"
"1764"|"BOM"|221066|"BOM-00448"|"MALE"|"BOMI/KLAY"|1|0|0|0|""|1|0|0|0|""|1|0|0|0|0|0|""|0|0|0|0|0|0|"GOOD GOVERNANCE"|0|1|0|0|1|0|1|0|0|1|0|0|0|0|0|""|0|0|0|1|0|0|""|0|0|0|0|0|1|0|""|0|"Bomi"
"1765"|"BOM"|257176|"BOM-00637"|"MALE"|"BOMI/MECCA/Cooper Town"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|0|0|0|0|1|0|""|0|0|0|0|0|0|"THE GOVT SHOULD HELP TO BRING PEACE IN THE COUNTRY."|1|0|0|0|0|0|0|""|1|"Bomi"
"1766"|"BOM"|257207|"BOM-00346"|"FEMALE"|"BOMI"|0|0|0|0|""|0|1|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|"UNITY"|0|0|0|0|0|0|"REPARATIONS"|0|0|0|0|0|0|0|""|1|"Bomi"
"1767"|"BOM"|292461|"BOM-01002"|"MALE"|"BOMI/KLAY"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|""|1|0|0|0|0|0|"SHOULD CONTINUE TO PRAY AND FORGIVE OUR BROTHERS AND SISTERS"|1|0|0|0|0|0|0|""|1|"Bomi"
"1768"|"BOM"|217738|"BOM-01177"|"MALE"|"BOMI/MECCA/Moilah"|0|1|0|0|""|0|0|0|0|""|0|0|0|0|0|0|""|0|0|0|0|0|0|""|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|"RESTORATIVE JUSTICE"|0|0|0|0|0|0|""|0|0|0|0|0|0|0|""|0|"Bomi"
"1769"|"BOM"|148016|"BOM-00815"|"MALE"|"BOMI/KLAY/Biefeni"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|1|0|0|0|0|""|0|1|0|0|0|1|1|0|0|1|0|0|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1770"|"BOM"|148153|"BOM-00971"|"FEMALE"|""|1|0|0|0|""|1|0|0|0|""|1|0|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|1|0|0|0|0|0|""|0|0|0|1|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1771"|"BOM"|148170|"BOM-01208"|"MALE"|"BOMI/KLAY/Fasee"|1|0|0|0|""|1|0|0|0|""|0|0|0|0|0|0|""|1|0|0|0|0|0|""|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|""|0|0|1|0|0|0|""|0|0|0|0|0|0|0|""|0|"Bomi"
"1772"|"BOM"|221212|"BOM-00494"|"FEMALE"|"BOMI/KLAY/Tubmanburg"|1|0|0|0|""|1|0|0|0|""|1|0|0|0|1|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|0|0|0|0|1|0|""|0|0|0|1|0|0|"N/A"|0|1|0|0|0|0|0|"N/A"|1|"Bomi"
"1773"|"BOM"|175581|"BOM-00601"|"MALE"|"BOMI/KLAY"|1|0|0|0|""|1|0|0|0|""|0|0|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|"RESPECT FOR EACH OTHER"|0|0|0|0|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1774"|"BOM"|84399|"BOM-01046"|"MALE"|"BOMI"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|1|0|0|0|0|0|""|0|0|0|1|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1775"|"BOM"|166590|"BOM-00677"|"FEMALE"|"BOMI/KLAY"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|1|0|""|1|1|0|0|0|0|""|0|1|0|0|0|1|1|0|0|1|0|0|0|0|0|""|0|0|0|1|0|0|""|1|0|0|0|0|1|0|""|0|"Bomi"
"1776"|"BOM"|187935|"BOM-00683"|"MALE"|"BOMI/KLAY"|0|1|0|0|""|1|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|0|""|0|1|0|0|0|1|1|0|0|1|0|0|0|0|0|""|0|1|0|0|0|0|""|0|0|0|0|0|0|0|""|0|"Bomi"
"1777"|"BOM"|238116|"BOM-00260"|"FEMALE"|"BOMI/KLAY/Klay2"|0|1|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|1|0|1|0|0|1|0|0|0|0|0|""|0|0|0|1|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1778"|"BOM"|234046|"BOM-00870"|"FEMALE"|"BOMI/KLAY"|1|0|0|0|""|1|0|0|0|""|1|0|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|"REPARATION FOR VICTIMS"|0|0|0|0|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1779"|"BOM"|298127|"BOM-00418"|"MALE"|"BOMI/KLAY/Mannah Gbokai"|1|0|0|0|""|1|0|0|0|""|0|1|0|1|0|0|""|0|0|0|0|0|0|""|0|1|0|0|0|1|0|1|0|0|0|1|0|0|0|""|0|0|0|0|0|0|""|1|0|0|0|0|0|0|"N/A"|0|"Bomi"
"1780"|"BOM"|153589|"BOM-00814"|"MALE"|"BOMI/KLAY/Biefeni"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|1|0|0|0|0|1|1|0|0|0|0|0|""|0|1|0|0|0|0|""|0|1|0|0|0|0|0|""|0|"Bomi"
"1781"|"BOM"|257773|"BOM-00378"|"FEMALE"|"BOMI/KLAY"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|0|1|0|0|0|0|1|0|0|""|0|0|0|1|0|0|""|0|0|1|0|0|0|0|""|0|"Bomi"
"1782"|"BOM"|16867|"BOM-00367"|"MALE"|"BOMI/KLAY/Tubmanburg"|0|0|0|1|"N/A"|1|0|0|0|""|0|0|0|0|1|0|""|0|0|1|0|0|0|"COUNSELLING"|0|1|0|0|0|1|0|0|1|0|0|0|1|0|0|""|0|0|1|0|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1783"|"BOM"|298335|"BOM-00973"|"FEMALE"|"BOMI/KLAY/Besao Bete"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|""|0|0|0|0|0|0|"REPARATIONS"|1|0|0|0|0|0|0|""|1|"Bomi"
"1784"|"BOM"|148735|"BOM-01016"|"MALE"|"BOMI"|1|0|0|0|""|1|0|0|0|""|0|0|0|0|0|1|""|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|""|0|1|0|0|0|0|""|0|1|0|0|0|0|0|""|0|"Bomi"
"1785"|"BOM"|118562|"BOM-00486"|"MALE"|"BOMI/MECCA/Sayo Town"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|0|0|0|0|0|0|"AGRICULTURAL TOOLS"|1|0|0|0|0|1|1|0|0|0|0|0|0|1|0|""|0|0|0|0|0|0|"AGRICULTURAL TOOLS"|1|0|0|0|0|0|0|""|1|"Bomi"
"1786"|"BOM"|17051|"BOM-00412"|"MALE"|"BOMI/KLAY/Mannah Gbokai"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|1|0|0|0|0|1|1|0|0|0|0|0|""|1|0|0|0|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1787"|"BOM"|162872|"BOM-00825"|"FEMALE"|"BOMI/KLAY/Biefeni"|1|0|0|0|""|0|0|0|0|"SELF SUPPORTED"|0|0|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|1|0|0|0|0|0|""|0|0|0|0|0|0|"BRING ELLECTRICITIY, BUILD CLINIC AND SCHOOLS"|1|0|0|0|0|0|0|""|1|"Bomi"
"1788"|"BOM"|234580|"BOM-00217"|"FEMALE"|"BOMI/KLAY"|1|0|0|0|""|1|0|0|0|""|0|0|0|0|0|0|""|0|1|0|0|0|0|""|0|1|0|0|1|0|1|0|0|1|0|0|0|0|0|""|0|0|0|0|0|0|"NEED MONEY AS HELP FROM THE GOVERNMENT"|1|0|0|0|0|0|0|""|1|"Bomi"
"1789"|"BOM"|149046|"BOM-00688"|"MALE"|"BOMI/KLAY"|0|0|0|0|"N/A"|0|1|0|1|"CONTRACTOR"|0|0|0|0|0|0|""|0|0|0|0|0|0|"NO CONTACT WITH FAMILY"|0|1|0|0|0|1|1|0|0|1|0|0|0|0|0|""|0|0|0|1|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1790"|"BOM"|234636|"BOM-00215"|"MALE"|"BOMI/KLAY/Hill Town"|1|0|0|0|""|0|0|0|0|""|0|1|0|0|0|1|"CHURCH"|1|0|0|0|0|0|""|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|""|0|0|0|0|0|1|""|0|0|0|0|0|0|0|"PROMOTE PEACE AND TOGETHERNESS"|0|"Bomi"
"1791"|"BOM"|118745|"BOM-00836"|"FEMALE"|"GBARPOLU/GBARMA2/Weasua"|1|0|0|0|""|1|0|0|0|""|0|0|1|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|""|1|1|0|0|0|0|"LOVE ONE ANOTHER AND WORK IN UNITY"|1|0|0|0|0|0|0|""|1|"Bomi"
"1792"|"BOM"|221764|"BOM-00487"|"MALE"|"BOMI/KLAY"|1|0|0|0|""|1|0|0|0|""|0|1|1|0|0|0|""|0|0|0|0|0|0|""|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|"SHE AND LOVE EACH OTHER"|0|0|0|1|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1793"|"BOM"|242103|"BOM-00203"|"FEMALE"|"BOMI"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|0|1|0|1|0|0|0|1|0|0|0|0|0|0|""|0|0|0|1|0|0|"RESTORATIVE JUSTICE"|1|0|0|0|1|0|0|""|1|"Bomi"
"1794"|"BOM"|149357|"BOM-00687"|"FEMALE"|"BOMI/KLAY"|1|0|0|0|""|0|0|0|1|"PETTY TRADER"|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|1|0|0|0|0|0|""|0|0|0|1|0|0|"EDUCATIONAL ASSISTANCE"|1|0|0|0|0|0|0|"PEACE PROGRAMS"|1|"Bomi"
"1795"|"BOM"|149374|"BOM-00647"|"MALE"|"BOMI"|0|0|0|0|""|1|0|0|0|""|0|0|0|0|0|0|""|0|0|1|0|0|0|""|0|1|0|0|0|1|1|0|0|1|0|0|0|0|0|""|0|0|0|1|0|0|""|0|1|0|0|0|0|0|""|0|"Bomi"
"1796"|"BOM"|97253|"BOM-00884"|"FEMALE"|"BOMI"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|"FORGIVERNESS"|0|1|0|0|0|0|""|0|0|0|0|0|0|0|"SEND THEIR CHILDREN TO SCHOOL."|0|"Bomi"
"1797"|"BOM"|260591|"BOM-00329"|"FEMALE"|"BOMI/KLAY/Kiafa"|1|0|0|0|""|0|0|0|1|"FARMING"|0|0|0|0|1|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|1|0|0|0|0|0|""|0|1|0|1|0|0|""|0|1|0|0|0|0|0|""|0|"Bomi"
"1798"|"BOM"|234873|"BOM-00098"|"FEMALE"|"BOMI/KLAY/Tubmanburg"|0|0|0|0|""|0|0|0|0|""|0|1|0|0|0|0|""|0|1|0|0|0|0|""|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|"BY LOVING ONE ANOTHER"|0|0|0|0|0|0|"EDUCATIONAL ASSISTANCE"|0|0|0|0|0|0|0|""|1|"Bomi"
"1799"|"BOM"|230784|"BOM-00733"|"FEMALE"|"BOMI/KLAY"|1|0|0|0|""|1|0|0|0|""|0|0|0|1|0|0|""|0|0|0|0|0|0|""|0|0|1|0|1|0|1|0|0|1|0|0|0|0|0|""|0|0|0|1|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1800"|"BOM"|117528|"BOM-01144"|"MALE"|""|0|0|0|0|""|0|0|0|0|""|0|0|0|0|0|0|""|0|0|0|0|0|0|""|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|""|0|0|0|0|0|0|""|0|0|0|0|0|0|0|""|0|"Bomi"
"1801"|"BOM"|149580|"BOM-00506"|"FEMALE"|"BOMI/KLAY"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|1|0|0|0|0|""|0|1|0|0|1|0|1|0|0|0|0|0|0|0|0|""|0|0|0|0|0|1|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1802"|"BOM"|289455|"BOM-01146"|"FEMALE"|"BOMI/MECCA/Suehn"|0|0|0|0|""|0|0|0|0|""|0|0|0|0|0|0|""|0|0|0|0|0|0|""|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|""|0|0|0|0|0|0|""|0|0|0|0|0|0|0|""|0|"Bomi"
"1803"|"BOM"|106780|"BOM-00202"|"MALE"|"BOMI/MECCA/Kannela"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|"RESTORATIVE JUSTICE"|0|1|0|0|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1804"|"BOM"|222093|"BOM-00479"|"MALE"|"BOMI/KLAY/Guthrie"|1|0|0|0|""|1|0|0|0|""|0|0|0|0|0|1|"N/A"|0|1|0|0|0|0|""|0|1|0|0|0|1|0|0|1|1|0|0|0|0|0|""|0|0|0|0|0|0|"AFFECTED PERSONS SHOULD GET BENEFITS."|0|1|0|0|0|0|0|""|1|"Bomi"
"1805"|"BOM"|124440|"BOM-00956"|"MALE"|"BOMI/KLAY"|1|0|0|0|""|1|0|0|0|""|0|0|1|0|0|0|""|0|1|0|0|0|0|""|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|"LOVE AND RESPECT EACH OTHER."|0|0|0|1|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1806"|"BOM"|210050|"BOM-00583"|"MALE"|""|1|0|0|0|""|1|0|0|0|""|1|0|0|0|0|0|""|0|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|1|0|0|0|0|0|""|0|0|0|1|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1807"|"BOM"|225909|"BOM-00658"|"FEMALE"|""|0|0|0|1|"N/A"|1|0|0|0|""|0|0|0|0|0|1|"N/A"|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|"TOGETHERNESS WILL MAKE US TO HAVE ONE WORD."|0|0|0|0|0|0|"REPARATIONS AND PROVIDE AGRICULTURAL TOOLS."|1|1|0|0|0|0|0|""|1|"Bomi"
"1808"|"BOM"|150038|"BOM-00523"|"MALE"|"BOMI/KLAY"|0|0|0|0|""|1|0|0|0|""|0|0|1|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|1|0|0|0|0|0|""|0|0|0|1|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1809"|"BOM"|206242|"BOM-01022"|"FEMALE"|""|1|0|0|0|""|0|0|0|0|""|0|0|0|0|0|0|""|1|0|0|0|0|0|"MEDICAL ASSISTANCE"|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|"BY UNITING"|0|1|0|0|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1810"|"BOM"|231143|"BOM-00306"|"FEMALE"|"BOMI/KLAY"|0|0|0|1|"N/A"|0|0|0|1|"N/A"|1|0|0|0|0|0|""|0|0|0|0|0|0|"NEED COUNSELLING AND LOAN TO DO BUSINESS"|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|""|0|0|0|0|0|1|""|1|0|0|0|0|0|0|"PERPETRATORS BECAUSE THE DAMAGE HAS ALREADY BEEN DONE."|0|"Bomi"
"1811"|"BOM"|215360|"BOM-00548"|"MALE"|"BOMI/KLAY"|1|0|0|0|""|1|0|0|0|""|1|0|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|""|0|0|0|0|0|0|"TRAINING FOR EX-COMBATANT"|1|0|0|0|0|0|0|""|1|"Bomi"
"1812"|"BOM"|235257|"BOM-00097"|"FEMALE"|"BOMI/KLAY/Tubmanburg"|0|1|0|0|""|0|0|0|0|""|0|1|0|0|0|0|""|0|0|0|0|0|0|""|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|""|0|0|0|0|0|0|""|0|0|0|0|0|0|0|""|0|"Bomi"
"1813"|"BOM"|176107|"BOM-00575"|"MALE"|"BOMI/MECCA"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|"MEDICAL ATTENTION"|0|1|0|0|0|1|1|0|0|0|0|0|0|1|0|""|0|0|0|1|0|0|"SEEK CITIZENS IDEAS"|1|0|0|0|0|0|0|"WITH OUT FAVOR"|1|"Bomi"
"1814"|"BOM"|91591|"BOM-00895"|"MALE"|"BOMI/KLAY/Besao Bete"|1|0|0|0|""|1|0|0|0|""|0|0|1|0|0|0|""|0|1|0|0|0|0|""|0|1|0|0|0|1|1|0|0|1|0|0|0|0|0|""|0|1|0|0|0|0|"REGULATE PRICES"|0|0|0|0|0|0|0|"THANKS TO TRC"|1|"Bomi"
"1815"|"BOM"|235412|"BOM-00093"|"MALE"|"BOMI/MECCA/Gbalasuah"|1|0|0|0|""|0|1|0|0|""|0|1|0|0|0|0|""|0|0|1|0|0|0|""|0|0|1|0|0|1|0|0|1|1|0|0|0|0|0|""|0|0|0|0|0|0|"EDUCATIONAL ASSISTANCE"|0|0|0|0|0|1|0|""|1|"Bomi"
"1816"|"BOM"|316218|"BOM-00918"|"MALE"|"BOMI/KLAY/Besao Bete"|1|0|0|0|""|1|0|0|0|""|1|0|0|0|0|0|""|0|0|0|0|0|0|"MEDICAL ASSISTANCE"|0|1|0|0|0|1|1|0|0|1|0|0|0|0|0|""|0|0|0|1|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1817"|"BOM"|296669|"BOM-00799"|"FEMALE"|"BOMI/KLAY/Jawajeh Senjeh"|1|0|0|0|""|1|0|0|0|""|0|0|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|""|0|0|0|1|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1818"|"BOM"|47665|"BOM-00896"|"MALE"|"BOMI/KLAY"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|0|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|0|0|1|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1819"|"BOM"|231484|"BOM-00411"|"MALE"|"BOMI/KLAY/Gowein Town"|1|0|0|0|""|0|0|1|0|""|0|0|0|0|1|1|"LOST HIS ONLY TWO CHILDREN"|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|1|0|0|0|0|0|""|0|0|0|0|0|0|"SUPPORT THE ELDERLY WHO DONT HAVE ANYONE."|0|1|0|0|0|0|0|""|1|"Bomi"
"1820"|"BOM"|231519|"BOM-00822"|"MALE"|"BOMI/KLAY"|1|0|0|0|""|1|0|0|0|""|0|0|0|1|0|0|""|1|0|0|0|0|0|""|0|1|0|1|0|0|0|0|1|1|0|0|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1821"|"BOM"|150547|"BOM-00941"|"MALE"|"BOMI/KLAY/Gbah Jakeh"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|1|0|0|0|0|1|1|0|0|0|0|0|""|1|0|0|0|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1822"|"BOM"|222637|"BOM-01116"|"MALE"|"BOMI/KLAY/Vorkor"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|1|0|0|0|0|""|0|1|0|0|0|1|1|0|0|1|0|0|0|0|0|""|0|1|0|0|0|0|""|0|0|0|0|0|0|0|"COUNSEL THE VICTIMS , WITNESS AND PERPETRATOR"|0|"Bomi"
"1823"|"BOM"|14683|"BOM-00353"|"MALE"|"BOMI/KLAY"|1|0|0|0|""|1|0|0|0|""|1|0|0|0|0|0|""|1|0|0|0|0|0|""|1|0|0|1|0|0|1|0|0|0|0|0|0|1|0|""|0|0|0|1|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1824"|"BOM"|231628|"BOM-00756"|"FEMALE"|"BOMI/KLAY"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|"UPRIGHT"|0|0|0|1|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1825"|"BOM"|150769|"BOM-00579"|"FEMALE"|"BOMI/KLAY/Jenne"|1|0|0|0|""|1|0|0|0|""|1|1|0|0|0|0|""|1|1|0|0|0|0|""|0|1|0|0|0|1|1|0|0|0|0|0|0|1|0|"PRICE CONTROL"|0|0|0|1|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1826"|"BOM"|168195|"BOM-00662"|"FEMALE"|"BOMI/KLAY"|0|0|0|0|""|1|0|0|0|""|0|0|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|0|0|1|1|0|0|0|0|0|""|0|0|0|0|0|0|"AGRICULTURAL TOOLS ASSISTANCE"|0|0|0|0|0|0|0|""|1|"Bomi"
"1827"|"BOM"|150868|"BOM-00723"|"MALE"|"BONG/SANOYEA/Sanoyea2"|0|0|0|0|""|1|0|0|0|""|0|0|1|0|0|0|""|0|0|0|0|0|0|""|1|0|0|0|0|1|1|0|0|0|1|0|0|0|0|""|0|0|0|1|0|0|""|0|0|0|0|0|0|0|""|0|"Bomi"
"1828"|"BOM"|107745|"BOM-01127"|"MALE"|"BOMI/KLAY/Tubmanburg"|1|0|0|0|""|0|1|0|0|""|0|0|0|0|0|0|""|0|0|0|0|0|0|""|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|"COUNSELLING"|1|0|0|0|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1829"|"BOM"|150775|"BOM-00374"|"FEMALE"|"BOMI/KLAY"|1|0|0|0|""|0|1|0|0|""|0|0|0|0|0|1|"N/A"|1|1|0|0|0|0|""|1|0|0|0|0|1|1|0|0|1|0|0|0|0|0|""|0|0|0|0|0|0|"REPARATIONS"|1|0|0|0|0|0|0|""|1|"Bomi"
"1830"|"BOM"|235623|"BOM-00117"|"FEMALE"|"BOMI/KLAY/Vaibai"|1|0|0|0|""|1|0|0|0|""|1|0|0|0|0|0|""|1|0|0|0|0|0|""|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|""|0|0|0|0|0|1|""|0|0|0|0|0|0|0|"COUNSELING FOR THE VICTIM AND PERPETRATORS."|0|"Bomi"
"1831"|"BOM"|86068|"BOM-00529"|"MALE"|"BOMI"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|0|1|0|0|1|0|0|0|0|0|""|0|1|0|0|0|0|""|0|0|0|0|0|0|0|"BRING EVERYONE TOGETHER"|0|"Bomi"
"1832"|"BOM"|243328|"BOM-00007"|"FEMALE"|"BOMI/KLAY/Tubmanburg"|0|0|0|0|""|0|0|0|0|""|0|0|0|0|0|0|""|0|0|0|0|0|0|""|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|""|0|0|0|0|0|0|""|0|0|0|0|0|0|0|""|0|"Bomi"
"1833"|"BOM"|290386|"BOM-01162"|"MALE"|"BOMI/MECCA/Big Giveh"|1|0|0|0|""|1|0|0|0|""|0|0|0|0|1|0|""|1|0|0|0|0|0|""|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|"N/A"|0|0|0|0|0|0|"REPARATIONS"|0|1|0|0|0|0|0|""|1|"Bomi"
"1834"|"BOM"|90969|"BOM-00770"|"MALE"|"BOMI/KLAY/Vorkor"|0|0|0|0|""|1|0|0|0|""|0|0|1|0|0|0|""|1|0|0|0|0|0|""|0|1|0|0|0|1|0|0|1|1|0|0|0|0|0|""|0|0|0|0|0|0|"INTERNATIONAL COMMUNITY SHOULD STOP SUPPORTIING WAR"|1|0|0|0|0|0|0|""|1|"Bomi"
"1835"|"BOM"|231928|"BOM-00864"|"FEMALE"|"BOMI/KLAY/Jawajeh Senjeh"|1|0|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|0|1|0|0|1|1|0|0|1|0|0|0|0|0|""|0|0|0|1|0|0|""|1|0|0|0|0|0|0|""|0|"Bomi"
"1836"|"BOM"|234739|"BOM-00100"|"FEMALE"|"BOMI"|0|1|0|0|""|1|0|0|0|""|0|1|0|0|0|0|""|1|0|0|0|0|0|""|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|"LOVE AND CARE FOR ONE ANOTHER"|0|0|0|0|0|0|"EDUCATIONAL ASISTANCE"|0|0|0|0|0|1|0|""|1|"Bomi"
